,IDfg,Season,Name,PA,OBP,O-Swing%,Z-Swing%,Swing%,Zone%,IDrs
73,9927,2017,Brett Gardner,682,0.35,0.212,0.531,0.36,0.4629999999999999,gardb001
58,4418,2017,Jed Lowrie,645,0.36,0.242,0.759,0.481,0.462,lowrj001
20,15998,2017,Cody Bellinger,548,0.352,0.2739999999999999,0.674,0.444,0.423,bellc002
45,12552,2017,Eugenio Suarez,632,0.367,0.242,0.655,0.421,0.434,suare001
17,2434,2017,Nelson Cruz,645,0.375,0.296,0.7140000000000001,0.472,0.42,cruzn002
24,3516,2017,Eric Hosmer,671,0.385,0.3,0.6920000000000001,0.47,0.435,hosme001
42,9847,2017,Andrew McCutchen,650,0.363,0.25,0.679,0.449,0.4629999999999999,mccua001
94,9785,2017,Kyle Seager,650,0.323,0.253,0.633,0.428,0.462,seagk001
18,4316,2017,Daniel Murphy,593,0.384,0.312,0.6709999999999999,0.471,0.444,murpd006
44,3892,2017,Josh Reddick,540,0.363,0.28,0.648,0.437,0.425,reddj001
90,4922,2017,Ender Inciarte,718,0.35,0.36,0.7120000000000001,0.522,0.46,incie001
57,11477,2017,Christian Yelich,695,0.369,0.25,0.6409999999999999,0.424,0.444,yelic001
16,4220,2017,Ryan Zimmerman,576,0.358,0.311,0.625,0.4429999999999999,0.422,zimmr001
28,10348,2017,Domingo Santana,607,0.371,0.265,0.713,0.4629999999999999,0.442,santd002
29,9054,2017,Justin Smoak,637,0.355,0.258,0.669,0.43,0.419,smoaj001
80,5933,2017,Jean Segura,566,0.349,0.3379999999999999,0.6609999999999999,0.492,0.477,seguj002
66,9874,2017,DJ LeMahieu,682,0.374,0.238,0.593,0.413,0.493,lemad001
77,3269,2017,Robinson Cano,648,0.338,0.349,0.733,0.52,0.446,canor001
81,11281,2017,Whit Merrifield,630,0.324,0.3429999999999999,0.688,0.506,0.471,merrw001
41,8090,2017,Matt Carpenter,622,0.384,0.165,0.547,0.341,0.46,carpm002
50,2396,2017,Carlos Santana,667,0.363,0.214,0.621,0.4,0.456,santc002
76,785,2017,Todd Frazier,576,0.344,0.25,0.602,0.402,0.433,frazt001
101,12161,2017,Xander Bogaerts,635,0.343,0.3279999999999999,0.53,0.419,0.449,bogax001
79,7949,2017,Tim Beckham,575,0.328,0.3379999999999999,0.7070000000000001,0.504,0.449,beckt001
36,9205,2017,Logan Morrison,601,0.353,0.2769999999999999,0.703,0.46,0.43,morrl001
39,9112,2017,Khris Davis,652,0.336,0.266,0.752,0.472,0.423,davik003
97,12979,2017,Javier Baez,508,0.317,0.451,0.726,0.562,0.4039999999999999,baezj001
35,14128,2017,Joey Gallo,532,0.333,0.318,0.743,0.471,0.361,gallj002
47,13329,2017,Jake Lamb,635,0.357,0.2239999999999999,0.618,0.3979999999999999,0.442,lambj001
60,10556,2017,Cesar Hernandez,577,0.373,0.216,0.614,0.4029999999999999,0.47,hernc005
88,11476,2017,Odubel Herrera,563,0.325,0.4,0.7070000000000001,0.53,0.425,herro001
83,8202,2017,Josh Harrison,542,0.339,0.356,0.733,0.527,0.4539999999999999,harrj002
119,8203,2017,Dee Strange-Gordon,695,0.341,0.366,0.6779999999999999,0.522,0.5,gordd002
52,12155,2017,Eddie Rosario,589,0.328,0.376,0.7609999999999999,0.5489999999999999,0.449,rosae001
51,9892,2017,Jay Bruce,617,0.324,0.313,0.733,0.497,0.4379999999999999,brucj001
64,3353,2017,Matt Joyce,544,0.335,0.214,0.6709999999999999,0.424,0.4579999999999999,joycm001
75,6012,2017,Didi Gregorius,570,0.318,0.408,0.813,0.5820000000000001,0.429,gregd001
27,2151,2017,Edwin Encarnacion,669,0.377,0.235,0.684,0.429,0.433,encae001
67,10762,2017,Corey Dickerson,629,0.325,0.456,0.785,0.5870000000000001,0.4,dickc002
54,1857,2017,Joe Mauer,597,0.384,0.205,0.534,0.365,0.485,mauej001
93,10950,2017,Adam Duvall,647,0.301,0.3379999999999999,0.669,0.482,0.434,duvaa001
109,7007,2017,Yadier Molina,543,0.312,0.3779999999999999,0.693,0.526,0.4679999999999999,moliy001
117,9368,2017,Evan Longoria,677,0.313,0.349,0.6940000000000001,0.498,0.431,longe001
114,12984,2017,Jackie Bradley Jr.,541,0.323,0.3,0.679,0.471,0.45,bradj001
30,3711,2017,Eric Thames,551,0.359,0.276,0.6679999999999999,0.432,0.3979999999999999,thame001
32,2530,2017,Yonder Alonso,521,0.365,0.278,0.7440000000000001,0.47,0.412,alony001
116,6195,2017,Ian Kinsler,613,0.313,0.272,0.655,0.4429999999999999,0.446,kinsi001
61,4892,2017,Mike Moustakas,598,0.314,0.4029999999999999,0.762,0.556,0.426,mousm001
55,14225,2017,Yasiel Puig,570,0.346,0.294,0.695,0.462,0.42,puigy001
62,19198,2017,Yuli Gurriel,564,0.332,0.3279999999999999,0.679,0.482,0.4379999999999999,gurry001
111,12144,2017,Max Kepler,568,0.312,0.285,0.607,0.43,0.45,keplm001
87,4720,2017,Chase Headley,586,0.352,0.258,0.679,0.4429999999999999,0.44,headc001
113,11602,2017,Yolmer Sanchez,534,0.319,0.348,0.6779999999999999,0.499,0.4579999999999999,sancc001
124,13185,2017,Orlando Arcia,548,0.324,0.387,0.737,0.54,0.4379999999999999,arcio002
123,14712,2017,Manuel Margot,529,0.313,0.29,0.639,0.455,0.473,margm001
65,2136,2017,David Peralta,577,0.352,0.318,0.7070000000000001,0.486,0.43,perad001
89,11936,2017,Joe Panik,573,0.347,0.245,0.649,0.433,0.466,panij002
100,12564,2017,Trevor Story,555,0.308,0.309,0.69,0.48,0.449,stort001
131,6609,2017,Freddy Galvis,663,0.309,0.331,0.67,0.484,0.451,galvf001
86,12225,2017,Scott Schebler,531,0.307,0.35,0.764,0.524,0.42,sches001
95,9549,2017,David Freese,503,0.368,0.268,0.623,0.434,0.466,freed001
126,6547,2017,Jordy Mercer,558,0.326,0.262,0.598,0.418,0.466,mercj002
125,13152,2017,Jorge Polanco,544,0.313,0.2689999999999999,0.61,0.431,0.476,polaj001
130,5343,2017,Brandon Crawford,570,0.305,0.311,0.7659999999999999,0.513,0.4429999999999999,crawb001
138,10199,2017,Billy Hamilton,633,0.299,0.299,0.633,0.4529999999999999,0.46,hamib001
91,11493,2017,Manny Machado,690,0.31,0.327,0.7120000000000001,0.489,0.422,machm001
118,1736,2017,Jose Reyes,561,0.315,0.306,0.628,0.45,0.447,reyej001
53,15149,2017,Trey Mancini,586,0.338,0.349,0.721,0.509,0.43,manct001
68,11737,2017,Nick Castellanos,665,0.32,0.346,0.732,0.512,0.429,castn001
82,17901,2017,Andrew Benintendi,658,0.352,0.29,0.645,0.44,0.422,benia002
85,4747,2017,Curtis Granderson,527,0.323,0.216,0.574,0.382,0.462,granc001
74,10047,2017,Wil Myers,649,0.328,0.29,0.643,0.441,0.427,myerw001
78,6368,2017,Adam Jones,635,0.322,0.441,0.789,0.581,0.4029999999999999,jonea003
110,12160,2017,Ben Gamel,550,0.322,0.284,0.632,0.447,0.4679999999999999,gameb001
122,5352,2017,Yangervis Solarte,512,0.314,0.345,0.727,0.514,0.444,solay001
112,11200,2017,Kole Calhoun,654,0.333,0.294,0.721,0.478,0.431,calhk001
72,4962,2017,Asdrubal Cabrera,540,0.351,0.284,0.7,0.4679999999999999,0.442,cabra002
129,12434,2017,Kevin Pillar,632,0.3,0.401,0.67,0.519,0.44,pillk001
143,6310,2017,Alcides Escobar,629,0.272,0.368,0.72,0.531,0.4629999999999999,escoa003
96,3086,2017,Mitch Moreland,576,0.326,0.302,0.693,0.4639999999999999,0.415,morem001
102,5930,2017,Nick Markakis,670,0.354,0.254,0.593,0.407,0.451,markn001
43,7619,2017,Mark Reynolds,593,0.352,0.261,0.675,0.445,0.445,reynm001
135,15172,2017,Tim Anderson,606,0.276,0.413,0.708,0.547,0.4529999999999999,andet001
98,8347,2017,Denard Span,542,0.329,0.264,0.63,0.437,0.472,spand001
71,13145,2017,Josh Bell,620,0.334,0.267,0.66,0.435,0.428,bellj005
108,791,2017,Brandon Phillips,604,0.319,0.418,0.748,0.561,0.433,philb001
128,8252,2017,Hunter Pence,539,0.315,0.298,0.6559999999999999,0.449,0.42,pench001
69,3174,2017,Shin-Soo Choo,636,0.357,0.216,0.6509999999999999,0.417,0.462,choos001
105,4022,2017,Melky Cabrera,666,0.324,0.321,0.643,0.461,0.435,cabrm002
107,14553,2017,Nomar Mazara,616,0.323,0.3289999999999999,0.654,0.461,0.407,mazan001
140,13593,2017,Jose Peraza,518,0.297,0.351,0.6890000000000001,0.511,0.473,peraj003
92,7287,2017,Carlos Gonzalez,534,0.339,0.342,0.723,0.499,0.411,gonzc001
103,15447,2017,Ryon Healy,605,0.302,0.358,0.629,0.475,0.433,healr001
120,9272,2017,Chris Davis,524,0.309,0.298,0.6,0.428,0.43,davic003
134,12179,2017,Maikel Franco,623,0.281,0.315,0.752,0.503,0.431,franm004
139,18314,2017,Dansby Swanson,551,0.312,0.272,0.6659999999999999,0.444,0.437,swand001
142,5209,2017,Alex Gordon,541,0.293,0.273,0.7040000000000001,0.473,0.465,gorda001
104,8610,2017,Kendrys Morales,608,0.308,0.357,0.701,0.496,0.4039999999999999,morak001
106,8001,2017,Hanley Ramirez,553,0.32,0.326,0.696,0.48,0.418,ramih003
133,1887,2017,Jose Bautista,686,0.308,0.253,0.621,0.41,0.426,bautj002
141,12282,2017,Rougned Odor,651,0.252,0.3829999999999999,0.736,0.528,0.411,odorr001
115,1744,2017,Miguel Cabrera,529,0.329,0.322,0.735,0.503,0.439,cabrm001
127,10349,2017,Tommy Joseph,533,0.289,0.36,0.674,0.496,0.434,joset001
137,589,2017,Carlos Beltran,509,0.283,0.3329999999999999,0.659,0.478,0.446,beltc001
132,6876,2017,Mark Trumbo,603,0.289,0.345,0.708,0.496,0.417,trumm001
136,1177,2017,Albert Pujols,636,0.286,0.3389999999999999,0.644,0.472,0.436,pujoa001
